Gene,Category
KRT12,ExcitatoryNeuron_MCT
LAMC2,ExcitatoryNeuron_MCT
LDB2,ExcitatoryNeuron_MCT
LHX2,ExcitatoryNeuron_MCT
LINGO1,ExcitatoryNeuron_MCT
LMO4,ExcitatoryNeuron_MCT
LMO7,ExcitatoryNeuron_MCT
LRRC55,ExcitatoryNeuron_MCT
LRRC6,ExcitatoryNeuron_MCT
LXN,ExcitatoryNeuron_MCT
MAP3K5,ExcitatoryNeuron_MCT
MAPK11,ExcitatoryNeuron_MCT
MAPK4,ExcitatoryNeuron_MCT
MAST3,ExcitatoryNeuron_MCT
ME1,ExcitatoryNeuron_MCT
MEIS2,ExcitatoryNeuron_MCT
MINA,ExcitatoryNeuron_MCT
NEFL,ExcitatoryNeuron_MCT
NEFM,ExcitatoryNeuron_MCT
NET1,ExcitatoryNeuron_MCT
NEURL1B,ExcitatoryNeuron_MCT
NEUROD1,ExcitatoryNeuron_MCT
NEUROD2,ExcitatoryNeuron_MCT
NEUROD6,ExcitatoryNeuron_MCT
NIM1,ExcitatoryNeuron_MCT
NPAS2,ExcitatoryNeuron_MCT
NPTX1,ExcitatoryNeuron_MCT
NPTX2,ExcitatoryNeuron_MCT
NR4A1,ExcitatoryNeuron_MCT
NRGN,ExcitatoryNeuron_MCT
NRN1,ExcitatoryNeuron_MCT
NUAK1,ExcitatoryNeuron_MCT
NUMB,ExcitatoryNeuron_MCT
ODZ3,ExcitatoryNeuron_MCT
OSBPL1A,ExcitatoryNeuron_MCT
P4HA1,ExcitatoryNeuron_MCT
PAK7,ExcitatoryNeuron_MCT
PAMR1,ExcitatoryNeuron_MCT
PDE7B,ExcitatoryNeuron_MCT
PDGFB,ExcitatoryNeuron_MCT
PDLIM1,ExcitatoryNeuron_MCT
PDP1,ExcitatoryNeuron_MCT
PDZRN3,ExcitatoryNeuron_MCT
PIP4K2A,ExcitatoryNeuron_MCT
PIP4K2C,ExcitatoryNeuron_MCT
PLEKHG5,ExcitatoryNeuron_MCT
PLXDC1,ExcitatoryNeuron_MCT
POC1A,ExcitatoryNeuron_MCT
PPP1R1B,ExcitatoryNeuron_MCT
PPP2R5A,ExcitatoryNeuron_MCT
PRCP,ExcitatoryNeuron_MCT
PSRC1,ExcitatoryNeuron_MCT
PTER,ExcitatoryNeuron_MCT
PTK2,ExcitatoryNeuron_MCT
PTK2B,ExcitatoryNeuron_MCT
PTN,ExcitatoryNeuron_MCT
RASA3,ExcitatoryNeuron_MCT
RASGRP1,ExcitatoryNeuron_MCT
RASL11B,ExcitatoryNeuron_MCT
RGL1,ExcitatoryNeuron_MCT
RGS4,ExcitatoryNeuron_MCT
RGS7,ExcitatoryNeuron_MCT
RORB,ExcitatoryNeuron_MCT
RPRML,ExcitatoryNeuron_MCT
RTN4R,ExcitatoryNeuron_MCT
S100A10,ExcitatoryNeuron_MCT
SATB2,ExcitatoryNeuron_MCT
SERPINB8,ExcitatoryNeuron_MCT
SERTAD1,ExcitatoryNeuron_MCT
SIAE,ExcitatoryNeuron_MCT
SLC16A2,ExcitatoryNeuron_MCT
SLC16A7,ExcitatoryNeuron_MCT
SLC17A6,ExcitatoryNeuron_MCT
SLC25A37,ExcitatoryNeuron_MCT
SMAD3,ExcitatoryNeuron_MCT
SNN,ExcitatoryNeuron_MCT
SPINT2,ExcitatoryNeuron_MCT
SSTR2,ExcitatoryNeuron_MCT
ST3GAL5,ExcitatoryNeuron_MCT
SV2B,ExcitatoryNeuron_MCT
SYNPO,ExcitatoryNeuron_MCT
SYT16,ExcitatoryNeuron_MCT
TBR1,ExcitatoryNeuron_MCT
TGFB1I1,ExcitatoryNeuron_MCT
TMEM159,ExcitatoryNeuron_MCT
TNFRSF19,ExcitatoryNeuron_MCT
TOM1L1,ExcitatoryNeuron_MCT
TPD52L1,ExcitatoryNeuron_MCT
TRIB1,ExcitatoryNeuron_MCT
TSPAN14,ExcitatoryNeuron_MCT
TTL,ExcitatoryNeuron_MCT
TYRO3,ExcitatoryNeuron_MCT
UBTD2,ExcitatoryNeuron_MCT
UNC13B,ExcitatoryNeuron_MCT
ZNF703,ExcitatoryNeuron_MCT
ZNFX1,ExcitatoryNeuron_MCT
ABAT,InhibitoryNeuron_MCT
ADRA1A,InhibitoryNeuron_MCT
ALDH5A1,InhibitoryNeuron_MCT
ANKRD29,InhibitoryNeuron_MCT
ARL4C,InhibitoryNeuron_MCT
ARX,InhibitoryNeuron_MCT
BTBD11,InhibitoryNeuron_MCT
CAPN2,InhibitoryNeuron_MCT
CARTPT,InhibitoryNeuron_MCT
CD63,InhibitoryNeuron_MCT
CDH13,InhibitoryNeuron_MCT
CDH9,InhibitoryNeuron_MCT
CELF6,InhibitoryNeuron_MCT
CENPA,InhibitoryNeuron_MCT
CGREF1,InhibitoryNeuron_MCT
CHAC1,InhibitoryNeuron_MCT
CNR1,InhibitoryNeuron_MCT
CNTNAP2,InhibitoryNeuron_MCT
CNTNAP4,InhibitoryNeuron_MCT
COL19A1,InhibitoryNeuron_MCT
COX6A2,InhibitoryNeuron_MCT
CPNE2,InhibitoryNeuron_MCT
CRH,InhibitoryNeuron_MCT
CRHBP,InhibitoryNeuron_MCT
CTHRC1,InhibitoryNeuron_MCT
CXCL14,InhibitoryNeuron_MCT
CYGB,InhibitoryNeuron_MCT
DLX1,InhibitoryNeuron_MCT
DLX5,InhibitoryNeuron_MCT
DNER,InhibitoryNeuron_MCT
DPYSL5,InhibitoryNeuron_MCT
DUSP10,InhibitoryNeuron_MCT
ERBB2IP,InhibitoryNeuron_MCT
ERBB4,InhibitoryNeuron_MCT
FAM46A,InhibitoryNeuron_MCT
FCHSD2,InhibitoryNeuron_MCT
FHL1,InhibitoryNeuron_MCT
FSTL5,InhibitoryNeuron_MCT
G6PD,InhibitoryNeuron_MCT
GAD1,InhibitoryNeuron_MCT
GAD2,InhibitoryNeuron_MCT
GALNT14,InhibitoryNeuron_MCT
GALNTL6,InhibitoryNeuron_MCT
GFPT2,InhibitoryNeuron_MCT
GNG7,InhibitoryNeuron_MCT
GPR176,InhibitoryNeuron_MCT
GRIK1,InhibitoryNeuron_MCT
GRIP1,InhibitoryNeuron_MCT
HAPLN1,InhibitoryNeuron_MCT
HTR3A,InhibitoryNeuron_MCT
HTRA1,InhibitoryNeuron_MCT
IFIT2,InhibitoryNeuron_MCT
IGF1,InhibitoryNeuron_MCT
KCNC2,InhibitoryNeuron_MCT
KCNK3,InhibitoryNeuron_MCT
KCNMB2,InhibitoryNeuron_MCT
KCNS3,InhibitoryNeuron_MCT
KIT,InhibitoryNeuron_MCT
KLF3,InhibitoryNeuron_MCT
KLHL13,InhibitoryNeuron_MCT
LAP3,InhibitoryNeuron_MCT
LGALS1,InhibitoryNeuron_MCT
LGALS8,InhibitoryNeuron_MCT
LHX6,InhibitoryNeuron_MCT
LPPR1,InhibitoryNeuron_MCT
LYPD6,InhibitoryNeuron_MCT
LYPD6B,InhibitoryNeuron_MCT
MAP3K1,InhibitoryNeuron_MCT
MTSS1,InhibitoryNeuron_MCT
NACC2,InhibitoryNeuron_MCT
NDRG2,InhibitoryNeuron_MCT
NEK7,InhibitoryNeuron_MCT
NPAS3,InhibitoryNeuron_MCT
NPY,InhibitoryNeuron_MCT
NPY2R,InhibitoryNeuron_MCT
NR2F2,InhibitoryNeuron_MCT
NUPR1,InhibitoryNeuron_MCT
NXPH1,InhibitoryNeuron_MCT
PARM1,InhibitoryNeuron_MCT
PCBD1,InhibitoryNeuron_MCT
PCDH18,InhibitoryNeuron_MCT
PCDH8,InhibitoryNeuron_MCT
PDE5A,InhibitoryNeuron_MCT
PLA2G7,InhibitoryNeuron_MCT
PNOC,InhibitoryNeuron_MCT
PROX1,InhibitoryNeuron_MCT
PSAT1,InhibitoryNeuron_MCT
PTGS1,InhibitoryNeuron_MCT
PTHLH,InhibitoryNeuron_MCT
PTPRE,InhibitoryNeuron_MCT
PTPRM,InhibitoryNeuron_MCT
PTPRO,InhibitoryNeuron_MCT
PTPRZ1,InhibitoryNeuron_MCT
QPCT,InhibitoryNeuron_MCT
RAB27A,InhibitoryNeuron_MCT
RAB3B,InhibitoryNeuron_MCT
RBMS3,InhibitoryNeuron_MCT
RELN,InhibitoryNeuron_MCT
RERG,InhibitoryNeuron_MCT
RGS10,InhibitoryNeuron_MCT
RGS12,InhibitoryNeuron_MCT
RND2,InhibitoryNeuron_MCT
ROBO1,InhibitoryNeuron_MCT
RPP25,InhibitoryNeuron_MCT
SEMA3C,InhibitoryNeuron_MCT
SEMA5A,InhibitoryNeuron_MCT
SERPINA3,InhibitoryNeuron_MCT
SLC29A1,InhibitoryNeuron_MCT
SLC32A1,InhibitoryNeuron_MCT
SLC6A1,InhibitoryNeuron_MCT
SLC7A3,InhibitoryNeuron_MCT
SOX2,InhibitoryNeuron_MCT
SOX6,InhibitoryNeuron_MCT
SP8,InhibitoryNeuron_MCT
SST,InhibitoryNeuron_MCT
ST8SIA4,InhibitoryNeuron_MCT
STAC2,InhibitoryNeuron_MCT
SYNPR,InhibitoryNeuron_MCT
TMEM132C,InhibitoryNeuron_MCT
TOX3,InhibitoryNeuron_MCT
TSPAN12,InhibitoryNeuron_MCT
TUBB2B,InhibitoryNeuron_MCT
UBASH3B,InhibitoryNeuron_MCT
UGDH,InhibitoryNeuron_MCT
VIP,InhibitoryNeuron_MCT
ZAK,InhibitoryNeuron_MCT
ZCCHC12,InhibitoryNeuron_MCT
ZNF536,InhibitoryNeuron_MCT
ZNF804A,InhibitoryNeuron_MCT
CDC45L,CellCycle_all_BarJoseph2008
CDC6,CellCycle_all_BarJoseph2008
CDC7,CellCycle_all_BarJoseph2008
MCM2,CellCycle_all_BarJoseph2008
MCM3,CellCycle_all_BarJoseph2008
MCM4,CellCycle_all_BarJoseph2008
MCM5,CellCycle_all_BarJoseph2008
MCM6,CellCycle_all_BarJoseph2008
ORC1L,CellCycle_all_BarJoseph2008
ORC3L,CellCycle_all_BarJoseph2008
ORC6L,CellCycle_all_BarJoseph2008
PSF1,CellCycle_all_BarJoseph2008
PFS2,CellCycle_all_BarJoseph2008
MCM7,CellCycle_all_BarJoseph2008
MCM10,CellCycle_all_BarJoseph2008
ADA,CellCycle_all_BarJoseph2008
CTPS,CellCycle_all_BarJoseph2008
PRPS2,CellCycle_all_BarJoseph2008
DTYMK,CellCycle_all_BarJoseph2008
DHFR,CellCycle_all_BarJoseph2008
RRM1,CellCycle_all_BarJoseph2008
RRM2,CellCycle_all_BarJoseph2008
FANCA,CellCycle_all_BarJoseph2008
H2AFX,CellCycle_all_BarJoseph2008
HMGB2,CellCycle_all_BarJoseph2008
MRE11A,CellCycle_all_BarJoseph2008
NEIL3,CellCycle_all_BarJoseph2008
POLQ,CellCycle_all_BarJoseph2008
RAD51C,CellCycle_all_BarJoseph2008
RAD51L1,CellCycle_all_BarJoseph2008
RAD54L,CellCycle_all_BarJoseph2008
RFC2,CellCycle_all_BarJoseph2008
TDP1,CellCycle_all_BarJoseph2008
TOP2A,CellCycle_all_BarJoseph2008
XRCC4,CellCycle_all_BarJoseph2008
BARD1,CellCycle_all_BarJoseph2008
BLM,CellCycle_all_BarJoseph2008
BRCA1,CellCycle_all_BarJoseph2008
BRIP1,CellCycle_all_BarJoseph2008
DCLRE1A,CellCycle_all_BarJoseph2008
DCLRE1B,CellCycle_all_BarJoseph2008
DDX11,CellCycle_all_BarJoseph2008
DNA2L,CellCycle_all_BarJoseph2008
EXO1,CellCycle_all_BarJoseph2008
FANCG,CellCycle_all_BarJoseph2008
FANCL,CellCycle_all_BarJoseph2008
FEN1,CellCycle_all_BarJoseph2008
GMNN,CellCycle_all_BarJoseph2008
ING2,CellCycle_all_BarJoseph2008
MLH3,CellCycle_all_BarJoseph2008
MSH2,CellCycle_all_BarJoseph2008
MSH5,CellCycle_all_BarJoseph2008
MSH6,CellCycle_all_BarJoseph2008
PARP2,CellCycle_all_BarJoseph2008
PCNA,CellCycle_all_BarJoseph2008
POLD3,CellCycle_all_BarJoseph2008
POLE,CellCycle_all_BarJoseph2008
POLE2,CellCycle_all_BarJoseph2008
PRIM2A,CellCycle_all_BarJoseph2008
RAD51AP1,CellCycle_all_BarJoseph2008
RAD54B,CellCycle_all_BarJoseph2008
RECQL4,CellCycle_all_BarJoseph2008
RFC3,CellCycle_all_BarJoseph2008
RFC4,CellCycle_all_BarJoseph2008
RPA2,CellCycle_all_BarJoseph2008
TOPBP1,CellCycle_all_BarJoseph2008
TREX1,CellCycle_all_BarJoseph2008
UNG,CellCycle_all_BarJoseph2008
USP1,CellCycle_all_BarJoseph2008
DCLRE1C,CellCycle_all_BarJoseph2008
PRIM1,CellCycle_all_BarJoseph2008
RAD1,CellCycle_all_BarJoseph2008
RFC5,CellCycle_all_BarJoseph2008
RNASEH2A,CellCycle_all_BarJoseph2008
CHAF1A,CellCycle_all_BarJoseph2008
CHAF1B,CellCycle_all_BarJoseph2008
EZH2,CellCycle_all_BarJoseph2008
hCAP-D3,CellCycle_all_BarJoseph2008
HIST2H2AA,CellCycle_all_BarJoseph2008
HIST2H4,CellCycle_all_BarJoseph2008
SUPT16H,CellCycle_all_BarJoseph2008
ATF7IP,CellCycle_all_BarJoseph2008
BRD4,CellCycle_all_BarJoseph2008
DNMT3B,CellCycle_all_BarJoseph2008
H1F0,CellCycle_all_BarJoseph2008
HMG20B,CellCycle_all_BarJoseph2008
H2AFV,CellCycle_all_BarJoseph2008
HAT1,CellCycle_all_BarJoseph2008
HIRIP3,CellCycle_all_BarJoseph2008
HIST1H1C,CellCycle_all_BarJoseph2008
HIST1H4C,CellCycle_all_BarJoseph2008
HMGB3,CellCycle_all_BarJoseph2008
WHSC1,CellCycle_all_BarJoseph2008
SAP30,CellCycle_all_BarJoseph2008
SUV39H1,CellCycle_all_BarJoseph2008
CCNE1,CellCycle_all_BarJoseph2008
CCNE2,CellCycle_all_BarJoseph2008
CDC25A,CellCycle_all_BarJoseph2008
CLSPN,CellCycle_all_BarJoseph2008
E2F1,CellCycle_all_BarJoseph2008
E2F8,CellCycle_all_BarJoseph2008
IGF1R,CellCycle_all_BarJoseph2008
LCMT2,CellCycle_all_BarJoseph2008
NPAT,CellCycle_all_BarJoseph2008
RBBP8,CellCycle_all_BarJoseph2008
RBL1,CellCycle_all_BarJoseph2008
TFDP1,CellCycle_all_BarJoseph2008
CCNA2,CellCycle_all_BarJoseph2008
CDK2,CellCycle_all_BarJoseph2008
CDK4,CellCycle_all_BarJoseph2008
CDKN2C,CellCycle_all_BarJoseph2008
CDKN2D,CellCycle_all_BarJoseph2008
CHEK2,CellCycle_all_BarJoseph2008
CIZ1,CellCycle_all_BarJoseph2008
CKS1B,CellCycle_all_BarJoseph2008
CKS2,CellCycle_all_BarJoseph2008
E2F5,CellCycle_all_BarJoseph2008
MKI67,CellCycle_all_BarJoseph2008
ASK,CellCycle_all_BarJoseph2008
CDKN1B,CellCycle_all_BarJoseph2008
RBBP6,CellCycle_all_BarJoseph2008
SKP2,CellCycle_all_BarJoseph2008
FBXO5,CellCycle_all_BarJoseph2008
CCNB2,CellCycle_all_BarJoseph2008
CCNF,CellCycle_all_BarJoseph2008
CDC2,CellCycle_all_BarJoseph2008
CDC20,CellCycle_all_BarJoseph2008
CDC25B,CellCycle_all_BarJoseph2008
CDC25C,CellCycle_all_BarJoseph2008
CIT,CellCycle_all_BarJoseph2008
MELK,CellCycle_all_BarJoseph2008
MPHOSPH1,CellCycle_all_BarJoseph2008
MPHOSPH9,CellCycle_all_BarJoseph2008
PKMYT1,CellCycle_all_BarJoseph2008
UBE2C,CellCycle_all_BarJoseph2008
WEE1,CellCycle_all_BarJoseph2008
CCNB1,CellCycle_all_BarJoseph2008
TTLL7,CellCycle_all_BarJoseph2008
CDCA8,CellCycle_all_BarJoseph2008
KIF11,CellCycle_all_BarJoseph2008
KIF14,CellCycle_all_BarJoseph2008
KIF15,CellCycle_all_BarJoseph2008
KIF22,CellCycle_all_BarJoseph2008
KIF23,CellCycle_all_BarJoseph2008
KIFC1,CellCycle_all_BarJoseph2008
KIF2C,CellCycle_all_BarJoseph2008
NUSAP1,CellCycle_all_BarJoseph2008
SPAG5,CellCycle_all_BarJoseph2008
TPX2,CellCycle_all_BarJoseph2008
TUBA1,CellCycle_all_BarJoseph2008
TUBB,CellCycle_all_BarJoseph2008
TUBD1,CellCycle_all_BarJoseph2008
KIF18A,CellCycle_all_BarJoseph2008
KIF4A,CellCycle_all_BarJoseph2008
LOC146909,CellCycle_all_BarJoseph2008
TUBGCP3,CellCycle_all_BarJoseph2008
BUB1,CellCycle_all_BarJoseph2008
BUB1B,CellCycle_all_BarJoseph2008
AURKB,CellCycle_all_BarJoseph2008
DLG7,CellCycle_all_BarJoseph2008
KNTC2,CellCycle_all_BarJoseph2008
MAD2L1,CellCycle_all_BarJoseph2008
NEK2,CellCycle_all_BarJoseph2008
PLK1,CellCycle_all_BarJoseph2008
PLK4,CellCycle_all_BarJoseph2008
PRC1,CellCycle_all_BarJoseph2008
RABGAP1,CellCycle_all_BarJoseph2008
STK6,CellCycle_all_BarJoseph2008
TTK,CellCycle_all_BarJoseph2008
ASPM,CellCycle_all_BarJoseph2008
DCC1,CellCycle_all_BarJoseph2008
BRRN1,CellCycle_all_BarJoseph2008
CENPA,CellCycle_all_BarJoseph2008
CENPE,CellCycle_all_BarJoseph2008
HCAP-G,CellCycle_all_BarJoseph2008
PTTG1,CellCycle_all_BarJoseph2008
RAD21,CellCycle_all_BarJoseph2008
SMC4L1,CellCycle_all_BarJoseph2008
CENPF,CellCycle_all_BarJoseph2008
CNAP1,CellCycle_all_BarJoseph2008
CSPG6,CellCycle_all_BarJoseph2008
ESPL1,CellCycle_all_BarJoseph2008
KRT7,CellCycle_all_BarJoseph2008
CKAP2,CellCycle_all_BarJoseph2008
GAS2L1,CellCycle_all_BarJoseph2008
KRT19,CellCycle_all_BarJoseph2008
DST,CellCycle_all_BarJoseph2008
NUP62,CellCycle_all_BarJoseph2008
LMNB2,CellCycle_all_BarJoseph2008
NUP37,CellCycle_all_BarJoseph2008
LMNB1,CellCycle_all_BarJoseph2008
ACF,CellCycle_all_BarJoseph2008
BCLAF1,CellCycle_all_BarJoseph2008
EAF2,CellCycle_all_BarJoseph2008
EXOSC9,CellCycle_all_BarJoseph2008
HNRNPG-T,CellCycle_all_BarJoseph2008
MYBL1,CellCycle_all_BarJoseph2008
NR1D1,CellCycle_all_BarJoseph2008
NR2F1,CellCycle_all_BarJoseph2008
SFRS6,CellCycle_all_BarJoseph2008
SLBP,CellCycle_all_BarJoseph2008
SP1,CellCycle_all_BarJoseph2008
YEATS4,CellCycle_all_BarJoseph2008
ZNF250,CellCycle_all_BarJoseph2008
CDC2L6,CellCycle_all_BarJoseph2008
CLK4,CellCycle_all_BarJoseph2008
CROP,CellCycle_all_BarJoseph2008
ETV1,CellCycle_all_BarJoseph2008
FOXM1,CellCycle_all_BarJoseph2008
HNRPUL1,CellCycle_all_BarJoseph2008
MAD1L1,CellCycle_all_BarJoseph2008
PSIP1,CellCycle_all_BarJoseph2008
RFP,CellCycle_all_BarJoseph2008
SFPQ,CellCycle_all_BarJoseph2008
STAT1,CellCycle_all_BarJoseph2008
TRIP13,CellCycle_all_BarJoseph2008
APOBE,CellCycle_all_BarJoseph2008
BRD8,CellCycle_all_BarJoseph2008
C3B,CellCycle_all_BarJoseph2008
DDX39,CellCycle_all_BarJoseph2008
EMX2,CellCycle_all_BarJoseph2008
ETV5,CellCycle_all_BarJoseph2008
FALZ,CellCycle_all_BarJoseph2008
FOSL2,CellCycle_all_BarJoseph2008
GATA2,CellCycle_all_BarJoseph2008
GLE1L,CellCycle_all_BarJoseph2008
GLI3,CellCycle_all_BarJoseph2008
HOXA9,CellCycle_all_BarJoseph2008
NFE2L2,CellCycle_all_BarJoseph2008
RBM5,CellCycle_all_BarJoseph2008
SFRS7,CellCycle_all_BarJoseph2008
CTGF,CellCycle_all_BarJoseph2008
FGFR3,CellCycle_all_BarJoseph2008
IL7R,CellCycle_all_BarJoseph2008
MET,CellCycle_all_BarJoseph2008
NEDD9,CellCycle_all_BarJoseph2008
PRKD1,CellCycle_all_BarJoseph2008
RAB23,CellCycle_all_BarJoseph2008
RANGAP1,CellCycle_all_BarJoseph2008
RGS7,CellCycle_all_BarJoseph2008
TNFRSF10D,CellCycle_all_BarJoseph2008
CALM3,CellCycle_all_BarJoseph2008
FYN,CellCycle_all_BarJoseph2008
MAP3K6,CellCycle_all_BarJoseph2008
PASK,CellCycle_all_BarJoseph2008
PBK,CellCycle_all_BarJoseph2008
PRKD2,CellCycle_all_BarJoseph2008
RAB27A,CellCycle_all_BarJoseph2008
KLF11,CellCycle_all_BarJoseph2008
MC4R,CellCycle_all_BarJoseph2008
PITPNC1,CellCycle_all_BarJoseph2008
PTGFR,CellCycle_all_BarJoseph2008
RACGAP1,CellCycle_all_BarJoseph2008
RHOBTB3,CellCycle_all_BarJoseph2008
SMAD3,CellCycle_all_BarJoseph2008
TGFBR3,CellCycle_all_BarJoseph2008
ABHD10,CellCycle_all_BarJoseph2008
ABHD3,CellCycle_all_BarJoseph2008
ABHD5,CellCycle_all_BarJoseph2008
AMACR,CellCycle_all_BarJoseph2008
ASPH,CellCycle_all_BarJoseph2008
ATP6V1A,CellCycle_all_BarJoseph2008
FBXO11,CellCycle_all_BarJoseph2008
GCLC,CellCycle_all_BarJoseph2008
HRMT1L3,CellCycle_all_BarJoseph2008
ICMT,CellCycle_all_BarJoseph2008
IMPA2,CellCycle_all_BarJoseph2008
LRP8,CellCycle_all_BarJoseph2008
MAN1A2,CellCycle_all_BarJoseph2008
MRPS16,CellCycle_all_BarJoseph2008
MTHFD1,CellCycle_all_BarJoseph2008
STC2,CellCycle_all_BarJoseph2008
SUCLG2,CellCycle_all_BarJoseph2008
TXNRD1,CellCycle_all_BarJoseph2008
FBXO31,CellCycle_all_BarJoseph2008
SLC25A36,CellCycle_all_BarJoseph2008
GCLM,CellCycle_all_BarJoseph2008
GOT1,CellCycle_all_BarJoseph2008
RPS6KA5,CellCycle_all_BarJoseph2008
SLC7A11,CellCycle_all_BarJoseph2008
SEPHS1,CellCycle_all_BarJoseph2008
UBE2S,CellCycle_all_BarJoseph2008
USP13,CellCycle_all_BarJoseph2008
RPL39L,CellCycle_all_BarJoseph2008
SLC24A1,CellCycle_all_BarJoseph2008
SLC38A2,CellCycle_all_BarJoseph2008
CASP2,CellCycle_all_BarJoseph2008
CASP8AP2,CellCycle_all_BarJoseph2008
FAF1,CellCycle_all_BarJoseph2008
ARL6IP,CellCycle_all_BarJoseph2008
BIRC3,CellCycle_all_BarJoseph2008
BIRC5,CellCycle_all_BarJoseph2008
CASP6,CellCycle_all_BarJoseph2008
GTSE1,CellCycle_all_BarJoseph2008
STK17B,CellCycle_all_BarJoseph2008
DNAJB9,CellCycle_all_BarJoseph2008
HRBL,CellCycle_all_BarJoseph2008
NASP,CellCycle_all_BarJoseph2008
PEX13,CellCycle_all_BarJoseph2008
XPO1,CellCycle_all_BarJoseph2008
